OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria,dias_prazo,dias_para_vencer,dias_entrega_real,valor_log,atraso,taxa_atraso_fornecedor,total_of_fornecedor,valor_medio_fornecedor,risk_score,prioridade
596,Fornecedor_8,2023-12-20,2024-01-12,2024-01-10,26662.0,Equipamentos,23,-869,21,10.191032115533917,0,0.3269230769230769,52,28221.404230769233,0.2347849322374458,Baixa
597,Fornecedor_7,2023-03-24,2023-04-11,2023-04-13,23284.61,Medicamentos,18,-1145,20,10.05559085219595,1,0.3269230769230769,52,26954.52903846154,0.5539988292601762,Média
598,Fornecedor_10,2023-01-15,2023-01-31,2023-01-30,9961.62,Medicamentos,16,-1215,15,9.206595368195313,0,0.34545454545454546,55,25275.839636363635,0.3221185525018756,Baixa
599,Fornecedor_20,2023-06-14,2023-07-02,2023-07-02,5150.47,Insumos,18,-1063,18,8.547037389821625,0,0.3220338983050847,59,21740.94559322034,0.2216954818619162,Baixa
600,Fornecedor_19,2023-01-27,2023-02-03,2023-02-02,37776.96,Insumos,7,-1212,6,10.539481142773903,0,0.3793103448275862,58,30085.888275862068,0.36215349649796363,Baixa
601,Fornecedor_13,2023-12-11,2024-01-02,2024-01-05,4018.91,Equipamentos,22,-879,25,8.29901479330275,1,0.2786885245901639,61,27560.733770491803,0.538840532492043,Média
602,Fornecedor_8,2023-01-23,2023-01-30,2023-01-28,39915.52,Medicamentos,7,-1216,5,10.594545552276799,0,0.3269230769230769,52,28221.404230769233,0.57437999228225,Média
603,Fornecedor_16,2023-10-18,2023-11-11,2023-11-16,8823.44,Medicamentos,24,-931,29,9.085280423697423,1,0.2545454545454545,55,23819.375818181816,0.5789838872838453,Média
604,Fornecedor_16,2023-12-17,2023-12-25,2023-12-25,5268.12,Medicamentos,8,-887,8,8.569618644670006,0,0.2545454545454545,55,23819.375818181816,0.3061078052885986,Baixa
605,Fornecedor_11,2023-01-22,2023-02-15,2023-02-14,25714.64,Medicamentos,24,-1200,23,10.15485464609686,0,0.125,48,25942.747083333335,0.11344601820280109,Baixa
606,Fornecedor_8,2023-07-16,2023-07-23,2023-07-24,44770.12,Medicamentos,7,-1042,8,10.709318567674387,1,0.3269230769230769,52,28221.404230769233,0.6300539190231835,Média
607,Fornecedor_9,2023-06-26,2023-07-11,2023-07-11,35696.81,Insumos,15,-1054,15,10.482844621348262,0,0.22727272727272727,44,26572.065454545453,0.3258012929597204,Baixa
608,Fornecedor_17,2023-04-29,2023-05-12,2023-05-12,20093.13,Medicamentos,13,-1114,13,9.908183011594245,0,0.37037037037037035,54,25592.20962962963,0.2290074122797678,Baixa
609,Fornecedor_3,2023-05-27,2023-06-12,2023-06-12,12007.71,Equipamentos,16,-1083,16,9.393387498813851,0,0.24444444444444444,45,23814.126444444442,0.2959674168420878,Baixa
610,Fornecedor_5,2023-12-20,2024-01-11,2024-01-12,45742.8,Tecnologia,22,-870,23,10.730811542394438,1,0.41304347826086957,46,26724.331521739132,0.45662241558997085,Média
611,Fornecedor_4,2023-05-20,2023-05-29,2023-05-31,13715.57,Insumos,9,-1097,11,9.526359870024667,1,0.32,50,24059.582799999996,0.6154063671368836,Média
612,Fornecedor_8,2023-05-20,2023-06-08,2023-06-13,25760.36,Insumos,19,-1087,24,10.156630973855737,1,0.3269230769230769,52,28221.404230769233,0.7360399975843898,Alta
613,Fornecedor_18,2023-11-29,2023-12-07,2023-12-06,29285.17,Tecnologia,8,-905,7,10.284870669919771,0,0.3409090909090909,44,23445.405000000002,0.31449228170121796,Baixa
614,Fornecedor_8,2023-03-10,2023-03-23,2023-03-26,15145.03,Medicamentos,13,-1164,16,9.625493730392789,1,0.3269230769230769,52,28221.404230769233,0.6042887655957483,Média
615,Fornecedor_15,2023-06-23,2023-07-09,2023-07-15,26610.45,Insumos,16,-1056,22,10.1890968532801,1,0.34615384615384615,52,27936.5375,0.528831789263312,Média
616,Fornecedor_12,2023-07-12,2023-07-20,2023-07-26,42625.08,Equipamentos,8,-1045,14,10.660221551508236,1,0.20512820512820512,39,27436.36,0.6116210255476832,Média
617,Fornecedor_20,2023-03-31,2023-04-13,2023-04-16,12165.02,Insumos,13,-1143,16,9.406402098804994,1,0.3220338983050847,59,21740.94559322034,0.26146546324704883,Baixa
618,Fornecedor_12,2023-02-10,2023-03-04,2023-03-04,29409.36,Tecnologia,22,-1183,22,10.289102272207568,0,0.20512820512820512,39,27436.36,0.25431621057844256,Baixa
619,Fornecedor_14,2023-09-21,2023-10-15,2023-10-19,6696.28,Tecnologia,24,-958,28,8.809456752801612,1,0.3404255319148936,47,27536.185319148935,0.6167423667918086,Média
620,Fornecedor_3,2023-09-21,2023-10-10,2023-10-10,23581.23,Insumos,19,-963,19,10.06824874129065,0,0.24444444444444444,45,23814.126444444442,0.10606174348817467,Baixa
621,Fornecedor_13,2023-09-04,2023-09-09,2023-09-08,36629.41,Equipamentos,5,-994,4,10.508634048721412,0,0.2786885245901639,61,27560.733770491803,0.3370121340520857,Baixa
622,Fornecedor_4,2023-10-17,2023-10-24,2023-10-23,44573.04,Medicamentos,7,-949,6,10.704906905763584,0,0.32,50,24059.582799999996,0.3074903361237364,Baixa
623,Fornecedor_19,2023-02-28,2023-03-24,2023-03-26,11425.86,Tecnologia,24,-1163,26,9.343722003387054,1,0.3793103448275862,58,30085.888275862068,0.6854042303428536,Média
624,Fornecedor_15,2023-09-21,2023-10-14,2023-10-12,47782.84,Medicamentos,23,-959,21,10.774442786005398,0,0.34615384615384615,52,27936.5375,0.2519289351813073,Baixa
625,Fornecedor_13,2023-06-12,2023-07-03,2023-07-03,5336.6,Tecnologia,21,-1062,21,8.582531392724373,0,0.2786885245901639,61,27560.733770491803,0.25987311032961147,Baixa
626,Fornecedor_15,2023-05-13,2023-05-28,2023-05-31,40034.25,Medicamentos,15,-1098,18,10.597515595023268,1,0.34615384615384615,52,27936.5375,0.5651962415621841,Média
627,Fornecedor_2,2023-04-29,2023-05-18,2023-05-16,8380.4,Medicamentos,19,-1108,17,9.03377024396156,0,0.23255813953488372,43,24466.852790697674,0.22158261407044066,Baixa
628,Fornecedor_8,2023-12-26,2024-01-15,2024-01-17,48151.58,Tecnologia,20,-866,22,10.782129998345296,1,0.3269230769230769,52,28221.404230769233,0.6538076739219708,Média
629,Fornecedor_4,2023-06-28,2023-07-08,2023-07-08,15030.02,Insumos,10,-1057,10,9.617871344715802,0,0.32,50,24059.582799999996,0.6508954640596343,Média
630,Fornecedor_9,2023-03-18,2023-03-31,2023-03-31,15818.43,Medicamentos,13,-1156,13,9.668994210331196,0,0.22727272727272727,44,26572.065454545453,0.07088887561277496,Baixa
631,Fornecedor_15,2023-09-12,2023-09-23,2023-09-21,43443.77,Medicamentos,11,-980,9,10.679245755209344,0,0.34615384615384615,52,27936.5375,0.17443334046197645,Baixa
632,Fornecedor_11,2023-12-19,2024-01-12,2024-01-12,25456.55,Insumos,24,-869,24,10.144767638101635,0,0.125,48,25942.747083333335,0.08005511139159345,Baixa
633,Fornecedor_16,2023-04-25,2023-05-12,2023-05-11,29310.98,Insumos,17,-1114,16,10.285751585159213,0,0.2545454545454545,55,23819.375818181816,0.3445919367975367,Baixa
634,Fornecedor_3,2023-04-03,2023-04-09,2023-04-15,41031.09,Insumos,6,-1147,12,10.62210972247672,1,0.24444444444444444,45,23814.126444444442,0.38034611249983247,Baixa
635,Fornecedor_2,2023-11-24,2023-12-03,2023-12-02,45620.28,Tecnologia,9,-909,8,10.72812955331412,0,0.23255813953488372,43,24466.852790697674,0.12836969520592892,Baixa
636,Fornecedor_16,2023-08-09,2023-09-01,2023-09-02,24449.03,Equipamentos,23,-1002,24,10.10438672189613,1,0.2545454545454545,55,23819.375818181816,0.5849123433395216,Média
637,Fornecedor_12,2023-08-28,2023-09-06,2023-09-04,40089.25,Medicamentos,9,-997,7,10.598888441586178,0,0.20512820512820512,39,27436.36,0.24065019660212977,Baixa
638,Fornecedor_4,2023-06-03,2023-06-24,2023-06-22,43506.94,Tecnologia,21,-1071,19,10.680698729156065,0,0.32,50,24059.582799999996,0.1947960971776505,Baixa
639,Fornecedor_9,2023-09-05,2023-09-24,2023-09-29,15419.71,Insumos,19,-979,24,9.643466690155897,1,0.22727272727272727,44,26572.065454545453,0.5297267635385848,Média
640,Fornecedor_7,2023-12-20,2024-01-06,2024-01-04,17397.26,Medicamentos,17,-875,15,9.764125480202287,0,0.3269230769230769,52,26954.52903846154,0.31829032321493833,Baixa
641,Fornecedor_13,2023-01-02,2023-01-10,2023-01-09,20443.13,Insumos,8,-1236,7,9.92545107870184,0,0.2786885245901639,61,27560.733770491803,0.2591051117664171,Baixa
642,Fornecedor_1,2023-09-27,2023-10-09,2023-10-15,31943.14,Insumos,12,-964,18,10.371744031403125,1,0.39215686274509803,51,26938.735098039215,0.578311108362073,Média
643,Fornecedor_4,2023-04-27,2023-05-16,2023-05-15,22091.35,Tecnologia,19,-1110,18,10.002986673734618,0,0.32,50,24059.582799999996,0.2345614658722456,Baixa
644,Fornecedor_2,2023-02-08,2023-02-13,2023-02-12,36374.98,Insumos,5,-1202,4,10.501663945691632,0,0.23255813953488372,43,24466.852790697674,0.1945453021131717,Baixa
645,Fornecedor_16,2023-08-02,2023-08-10,2023-08-10,20934.12,Equipamentos,8,-1024,8,9.94918341046452,0,0.2545454545454545,55,23819.375818181816,0.1228680977387311,Baixa
646,Fornecedor_20,2023-06-16,2023-07-02,2023-06-30,23617.16,Tecnologia,16,-1063,14,10.06977118663231,0,0.3220338983050847,59,21740.94559322034,0.3597197648519751,Baixa
647,Fornecedor_6,2023-06-11,2023-06-24,2023-06-22,27275.66,Tecnologia,13,-1071,11,10.213786670444147,0,0.28888888888888886,45,26625.86022222222,0.5449859934237447,Média
648,Fornecedor_1,2023-09-15,2023-09-22,2023-09-22,16644.7,Medicamentos,7,-981,7,9.719907203795925,0,0.39215686274509803,51,26938.735098039215,0.2383063216738086,Baixa
649,Fornecedor_13,2023-09-03,2023-09-09,2023-09-13,24020.59,Equipamentos,6,-994,10,10.086708288280828,1,0.2786885245901639,61,27560.733770491803,0.593624834566418,Média
650,Fornecedor_12,2023-04-24,2023-05-13,2023-05-13,4347.07,Medicamentos,19,-1113,19,8.377487347467532,0,0.20512820512820512,39,27436.36,0.3180583528465778,Baixa
651,Fornecedor_2,2023-04-25,2023-05-03,2023-05-03,3468.47,Equipamentos,8,-1123,8,8.151757123523145,0,0.23255813953488372,43,24466.852790697674,0.3389173980126284,Baixa
652,Fornecedor_3,2023-10-22,2023-10-28,2023-10-28,7964.44,Medicamentos,6,-945,6,8.982867462500744,0,0.24444444444444444,45,23814.126444444442,0.3207078017222025,Baixa
653,Fornecedor_17,2023-01-29,2023-02-05,2023-02-05,7656.55,Insumos,7,-1210,7,8.94344736823181,0,0.37037037037037035,54,25592.20962962963,0.14687131700184472,Baixa
654,Fornecedor_20,2023-07-23,2023-08-05,2023-08-04,14308.6,Insumos,13,-1029,12,9.568685919679035,0,0.3220338983050847,59,21740.94559322034,0.2635187400093516,Baixa
655,Fornecedor_20,2023-04-25,2023-05-15,2023-05-21,27248.43,Tecnologia,20,-1111,26,10.212787882441425,1,0.3220338983050847,59,21740.94559322034,0.5053532883395888,Média
656,Fornecedor_5,2023-12-22,2024-01-09,2024-01-07,21131.37,Equipamentos,18,-872,16,9.958561267122029,0,0.41304347826086957,46,26724.331521739132,0.388745163724625,Baixa
657,Fornecedor_2,2023-02-01,2023-02-16,2023-02-18,2676.5,Equipamentos,15,-1199,17,7.892638802321904,1,0.23255813953488372,43,24466.852790697674,0.6485852430404645,Média
658,Fornecedor_19,2023-06-29,2023-07-20,2023-07-18,49813.82,Insumos,21,-1045,19,10.816067809102961,0,0.3793103448275862,58,30085.888275862068,0.4581079679445789,Média
659,Fornecedor_9,2023-03-08,2023-03-28,2023-03-28,26544.61,Equipamentos,20,-1159,20,10.186619664599284,0,0.22727272727272727,44,26572.065454545453,0.17548520912940285,Baixa
660,Fornecedor_11,2023-11-20,2023-12-05,2023-12-05,48734.21,Insumos,15,-907,15,10.794157045780185,0,0.125,48,25942.747083333335,0.09672458762884466,Baixa
661,Fornecedor_1,2023-11-27,2023-12-14,2023-12-12,16692.71,Equipamentos,17,-898,15,9.722787280749072,0,0.39215686274509803,51,26938.735098039215,0.37826553398865653,Baixa
662,Fornecedor_18,2023-09-19,2023-09-25,2023-09-24,26517.8,Insumos,6,-978,5,10.18560919440726,0,0.3409090909090909,44,23445.405000000002,0.362188899720226,Baixa
663,Fornecedor_5,2023-01-01,2023-01-06,2023-01-07,31047.32,Insumos,5,-1240,6,10.343299979617633,1,0.41304347826086957,46,26724.331521739132,0.600980701906312,Média
664,Fornecedor_13,2023-11-25,2023-12-03,2023-12-03,12818.86,Tecnologia,8,-909,8,9.458750809978214,0,0.2786885245901639,61,27560.733770491803,0.25570915214896545,Baixa
665,Fornecedor_18,2023-12-31,2024-01-22,2024-01-22,48862.33,Equipamentos,22,-859,22,10.796782496398487,0,0.3409090909090909,44,23445.405000000002,0.4673295311902219,Média
666,Fornecedor_16,2023-10-08,2023-10-13,2023-10-17,43125.26,Equipamentos,5,-960,9,10.671887371298146,1,0.2545454545454545,55,23819.375818181816,0.5998661981593275,Média
667,Fornecedor_10,2023-05-25,2023-06-05,2023-06-03,38294.62,Equipamentos,11,-1090,9,10.553090808315782,0,0.34545454545454546,55,25275.839636363635,0.21209184046770516,Baixa
668,Fornecedor_15,2023-12-19,2023-12-27,2023-12-25,24946.88,Medicamentos,8,-885,6,10.124544127629635,0,0.34615384615384615,52,27936.5375,0.1881946868428698,Baixa
669,Fornecedor_12,2023-08-13,2023-08-28,2023-08-26,24557.71,Medicamentos,15,-1006,13,10.108821856451655,0,0.20512820512820512,39,27436.36,0.15779738005443056,Baixa
670,Fornecedor_13,2023-10-25,2023-11-04,2023-11-03,29768.95,Equipamentos,10,-938,9,10.301254774465248,0,0.2786885245901639,61,27560.733770491803,0.29755881911073656,Baixa
671,Fornecedor_4,2023-06-02,2023-06-08,2023-06-07,5110.28,Insumos,6,-1087,5,8.53920514106735,0,0.32,50,24059.582799999996,0.3023479616317022,Baixa
672,Fornecedor_20,2023-10-05,2023-10-14,2023-10-12,10166.6,Medicamentos,9,-959,7,9.226961472992418,0,0.3220338983050847,59,21740.94559322034,0.2577467647223914,Baixa
673,Fornecedor_1,2023-02-16,2023-03-02,2023-03-08,16947.63,Equipamentos,14,-1185,20,9.737942283583301,1,0.39215686274509803,51,26938.735098039215,0.6636023626427386,Média
674,Fornecedor_14,2023-10-19,2023-11-07,2023-11-06,46004.68,Tecnologia,19,-935,18,10.736520146109289,0,0.3404255319148936,47,27536.185319148935,0.2402110009231672,Baixa
675,Fornecedor_17,2023-11-15,2023-11-20,2023-11-19,12407.11,Tecnologia,5,-922,4,9.426105570065305,0,0.37037037037037035,54,25592.20962962963,0.37559933466234446,Baixa
676,Fornecedor_9,2023-03-10,2023-03-22,2023-03-20,10568.69,Insumos,12,-1165,10,9.265745750146595,0,0.22727272727272727,44,26572.065454545453,0.14939375815563402,Baixa
677,Fornecedor_19,2023-11-15,2023-12-01,2023-12-01,24263.94,Equipamentos,16,-911,16,10.09678778913896,0,0.3793103448275862,58,30085.888275862068,0.2714188132187298,Baixa
678,Fornecedor_15,2023-02-02,2023-02-20,2023-02-20,25886.62,Medicamentos,18,-1195,18,10.161520141134911,0,0.34615384615384615,52,27936.5375,0.2876471385220888,Baixa
679,Fornecedor_17,2023-09-07,2023-09-17,2023-09-15,46688.42,Tecnologia,10,-986,8,10.751272865527577,0,0.37037037037037035,54,25592.20962962963,0.3123877967359848,Baixa
680,Fornecedor_1,2023-02-15,2023-03-02,2023-03-04,32721.73,Tecnologia,15,-1185,17,10.395825222443984,1,0.39215686274509803,51,26938.735098039215,0.710513181113793,Alta
681,Fornecedor_4,2023-12-11,2023-12-19,2023-12-23,4909.35,Medicamentos,8,-893,12,8.49910050134377,1,0.32,50,24059.582799999996,0.6233450470436238,Média
682,Fornecedor_17,2023-12-25,2024-01-06,2024-01-12,19122.39,Tecnologia,12,-875,18,9.858667472144612,1,0.37037037037037035,54,25592.20962962963,0.6148602450482337,Média
683,Fornecedor_17,2023-02-27,2023-03-17,2023-03-19,36809.04,Equipamentos,18,-1170,20,10.51352591303371,1,0.37037037037037035,54,25592.20962962963,0.6579115039403683,Média
684,Fornecedor_1,2023-06-03,2023-06-13,2023-06-11,5125.7,Medicamentos,10,-1082,8,8.542217456320973,0,0.39215686274509803,51,26938.735098039215,0.20626507123365137,Baixa
685,Fornecedor_4,2023-10-16,2023-11-06,2023-11-11,2333.84,Medicamentos,21,-936,26,7.755698645271285,1,0.32,50,24059.582799999996,0.330622517390698,Baixa
686,Fornecedor_11,2023-12-27,2024-01-12,2024-01-10,48961.92,Insumos,16,-869,14,10.798818555930659,0,0.125,48,25942.747083333335,0.10301193028244153,Baixa
687,Fornecedor_9,2023-02-03,2023-02-22,2023-02-21,20129.56,Insumos,19,-1193,18,9.909994337422251,0,0.22727272727272727,44,26572.065454545453,0.16343827598284993,Baixa
688,Fornecedor_5,2023-05-15,2023-05-27,2023-06-02,28379.6,Insumos,12,-1099,18,10.2534610921396,1,0.41304347826086957,46,26724.331521739132,0.5001688674732538,Média
689,Fornecedor_1,2023-07-13,2023-07-29,2023-07-27,34726.46,Insumos,16,-1036,14,10.455286007445958,0,0.39215686274509803,51,26938.735098039215,0.6022949106155483,Média
690,Fornecedor_19,2023-11-04,2023-11-09,2023-11-08,34239.31,Insumos,5,-933,4,10.441158883953012,0,0.3793103448275862,58,30085.888275862068,0.5923789159428723,Média
691,Fornecedor_13,2023-02-01,2023-02-20,2023-02-18,31548.01,Insumos,19,-1195,17,10.35929748871317,0,0.2786885245901639,61,27560.733770491803,0.2912053309521178,Baixa
692,Fornecedor_18,2023-09-09,2023-09-28,2023-09-26,16593.05,Equipamentos,19,-975,17,9.71679947635697,0,0.3409090909090909,44,23445.405000000002,0.4699674636995883,Média
693,Fornecedor_15,2023-05-22,2023-05-28,2023-05-31,33287.41,Medicamentos,6,-1098,9,10.412964567337708,1,0.34615384615384615,52,27936.5375,0.6614738672283369,Média
694,Fornecedor_15,2023-05-08,2023-05-27,2023-06-02,48104.87,Equipamentos,19,-1099,25,10.78115948606993,1,0.34615384615384615,52,27936.5375,0.6450148492513421,Média
695,Fornecedor_9,2023-05-24,2023-05-29,2023-05-27,49319.26,Insumos,5,-1097,3,10.806090228959437,0,0.22727272727272727,44,26572.065454545453,0.4058679540293925,Média
696,Fornecedor_16,2023-10-13,2023-11-01,2023-10-30,20880.2,Medicamentos,19,-941,17,9.946604511609532,0,0.2545454545454545,55,23819.375818181816,0.23716539224885239,Baixa
697,Fornecedor_13,2023-03-08,2023-03-15,2023-03-14,28064.08,Insumos,7,-1172,6,10.242281377897802,0,0.2786885245901639,61,27560.733770491803,0.24229205966103534,Baixa
698,Fornecedor_16,2023-08-28,2023-09-05,2023-09-03,17013.4,Equipamentos,8,-998,6,9.74181532331002,0,0.2545454545454545,55,23819.375818181816,0.08966278502186179,Baixa
699,Fornecedor_19,2023-03-03,2023-03-15,2023-03-15,19455.85,Tecnologia,12,-1172,12,9.875954472133955,0,0.3793103448275862,58,30085.888275862068,0.46880871416637726,Média
700,Fornecedor_16,2023-07-31,2023-08-12,2023-08-11,8131.43,Insumos,12,-1022,11,9.003615050871176,0,0.2545454545454545,55,23819.375818181816,0.20782242038770898,Baixa
701,Fornecedor_12,2023-04-07,2023-04-19,2023-04-19,6436.68,Medicamentos,12,-1137,12,8.769923505746133,0,0.20512820512820512,39,27436.36,0.188262954258384,Baixa
702,Fornecedor_13,2023-02-28,2023-03-21,2023-03-21,16714.14,Insumos,21,-1166,21,9.724070174529563,0,0.2786885245901639,61,27560.733770491803,0.21664967585660358,Baixa
703,Fornecedor_10,2023-08-21,2023-08-28,2023-08-26,22835.31,Medicamentos,7,-1006,5,10.036107092048937,0,0.34545454545454546,55,25275.839636363635,0.28934155814149487,Baixa
704,Fornecedor_17,2023-10-14,2023-10-24,2023-10-23,29014.79,Equipamentos,10,-949,9,10.275595443550278,0,0.37037037037037035,54,25592.20962962963,0.28523961374745127,Baixa
705,Fornecedor_18,2023-07-05,2023-07-16,2023-07-19,26416.87,Medicamentos,11,-1049,14,10.181795954084427,1,0.3409090909090909,44,23445.405000000002,0.5297067843920966,Média
706,Fornecedor_1,2023-04-07,2023-04-30,2023-05-06,23332.97,Equipamentos,23,-1126,29,10.057665517705423,1,0.39215686274509803,51,26938.735098039215,0.6528271045789779,Média
707,Fornecedor_3,2023-10-30,2023-11-23,2023-11-21,5549.65,Insumos,24,-919,22,8.621670316999923,0,0.24444444444444444,45,23814.126444444442,0.1213483366220072,Baixa
708,Fornecedor_12,2023-12-06,2023-12-26,2023-12-25,16284.0,Equipamentos,20,-886,19,9.697999717710333,0,0.20512820512820512,39,27436.36,0.23527511463142384,Baixa
709,Fornecedor_14,2023-10-25,2023-11-13,2023-11-11,32594.12,Tecnologia,19,-929,17,10.391917862898111,0,0.3404255319148936,47,27536.185319148935,0.239894910746027,Baixa
710,Fornecedor_10,2023-10-04,2023-10-17,2023-10-19,33257.3,Insumos,13,-956,15,10.412059638993249,1,0.34545454545454546,55,25275.839636363635,0.5272281911457127,Média
711,Fornecedor_8,2023-02-10,2023-02-28,2023-02-27,30311.12,Equipamentos,18,-1187,17,10.319302911518788,0,0.3269230769230769,52,28221.404230769233,0.2990617083212012,Baixa
712,Fornecedor_18,2023-04-21,2023-05-08,2023-05-13,13551.06,Medicamentos,17,-1118,22,9.514293844272826,1,0.3409090909090909,44,23445.405000000002,0.5984931327555878,Média
713,Fornecedor_7,2023-05-13,2023-05-23,2023-05-21,28233.19,Tecnologia,10,-1103,8,10.248288933896603,0,0.3269230769230769,52,26954.52903846154,0.6335876660513999,Média
714,Fornecedor_2,2023-09-23,2023-10-09,2023-10-09,22058.7,Medicamentos,16,-964,16,10.001507693440317,0,0.23255813953488372,43,24466.852790697674,0.088132022660408,Baixa
715,Fornecedor_10,2023-05-05,2023-05-25,2023-05-24,35887.5,Medicamentos,20,-1101,19,10.488172188896552,0,0.34545454545454546,55,25275.839636363635,0.22382164176917926,Baixa
716,Fornecedor_5,2023-08-07,2023-08-26,2023-08-26,5344.27,Equipamentos,19,-1008,19,8.583967336682864,0,0.41304347826086957,46,26724.331521739132,0.2912706882772997,Baixa
717,Fornecedor_5,2023-03-16,2023-04-07,2023-04-09,16335.82,Equipamentos,22,-1149,24,9.701176735031062,1,0.41304347826086957,46,26724.331521739132,0.5361025840318083,Média
718,Fornecedor_9,2023-05-30,2023-06-06,2023-06-06,26103.82,Medicamentos,7,-1089,7,10.169875250590081,0,0.22727272727272727,44,26572.065454545453,0.08558807513620917,Baixa
719,Fornecedor_15,2023-09-04,2023-09-15,2023-09-15,22513.74,Medicamentos,11,-988,11,10.02192548481201,0,0.34615384615384615,52,27936.5375,0.06949442774491404,Baixa
720,Fornecedor_15,2023-06-16,2023-07-01,2023-07-05,36990.12,Insumos,15,-1064,19,10.518433162821752,1,0.34615384615384615,52,27936.5375,0.41428013335919706,Média
721,Fornecedor_6,2023-10-21,2023-10-31,2023-10-29,2374.82,Tecnologia,10,-942,8,7.773097920037028,0,0.28888888888888886,45,26625.86022222222,0.13693337763787108,Baixa
722,Fornecedor_17,2023-02-13,2023-03-01,2023-02-28,20046.94,Equipamentos,16,-1186,15,9.905881684314132,0,0.37037037037037035,54,25592.20962962963,0.46100133116964076,Média
723,Fornecedor_16,2023-04-14,2023-05-01,2023-05-07,19536.06,Tecnologia,17,-1125,23,9.880068453682789,1,0.2545454545454545,55,23819.375818181816,0.2510280608926401,Baixa
724,Fornecedor_8,2023-02-03,2023-02-14,2023-02-20,7408.62,Tecnologia,11,-1201,17,8.910534434923882,1,0.3269230769230769,52,28221.404230769233,0.6255661753883648,Média
725,Fornecedor_12,2023-04-06,2023-04-19,2023-04-19,49156.76,Insumos,13,-1137,13,10.802789997141426,0,0.20512820512820512,39,27436.36,0.20692369620495452,Baixa
726,Fornecedor_5,2023-07-19,2023-08-05,2023-08-04,47089.21,Equipamentos,17,-1029,16,10.759820402773208,0,0.41304347826086957,46,26724.331521739132,0.2601614273372326,Baixa
727,Fornecedor_4,2023-03-11,2023-03-30,2023-04-02,7196.49,Medicamentos,19,-1157,22,8.881487633114057,1,0.32,50,24059.582799999996,0.6100684618901546,Média
728,Fornecedor_10,2023-07-18,2023-08-06,2023-08-04,37060.32,Medicamentos,19,-1028,17,10.520329117121939,0,0.34545454545454546,55,25275.839636363635,0.16841724617225082,Baixa
729,Fornecedor_16,2023-01-24,2023-02-16,2023-02-15,26147.83,Tecnologia,23,-1199,22,10.171559726618316,0,0.2545454545454545,55,23819.375818181816,0.4259397569458661,Média
730,Fornecedor_5,2023-08-03,2023-08-15,2023-08-14,5665.01,Medicamentos,12,-1019,11,8.642240445302424,0,0.41304347826086957,46,26724.331521739132,0.1940321392117239,Baixa
731,Fornecedor_16,2023-04-17,2023-05-10,2023-05-10,9001.4,Tecnologia,23,-1116,23,9.105246487435787,0,0.2545454545454545,55,23819.375818181816,0.44204030551333695,Média
732,Fornecedor_5,2023-02-09,2023-02-23,2023-02-28,6950.83,Medicamentos,14,-1192,19,8.846760213251532,1,0.41304347826086957,46,26724.331521739132,0.27613356590323523,Baixa
733,Fornecedor_13,2023-02-01,2023-02-20,2023-02-26,49768.32,Medicamentos,19,-1195,25,10.815154008910156,1,0.2786885245901639,61,27560.733770491803,0.6928157160807906,Alta
734,Fornecedor_17,2023-10-21,2023-10-27,2023-10-26,44742.01,Tecnologia,6,-946,5,10.708690510385019,0,0.37037037037037035,54,25592.20962962963,0.30452209620967535,Baixa
735,Fornecedor_14,2023-02-08,2023-02-28,2023-02-26,15370.21,Insumos,20,-1187,18,9.640251558222557,0,0.3404255319148936,47,27536.185319148935,0.20054896812177958,Baixa
736,Fornecedor_13,2023-07-04,2023-07-18,2023-07-19,34923.81,Insumos,14,-1047,15,10.460952743881302,1,0.2786885245901639,61,27560.733770491803,0.6831961566732755,Média
737,Fornecedor_20,2023-12-10,2023-12-27,2023-12-26,37490.82,Insumos,17,-885,16,10.531878054830633,0,0.3220338983050847,59,21740.94559322034,0.3748490517274667,Baixa
738,Fornecedor_8,2023-03-08,2023-03-26,2023-03-26,17573.81,Medicamentos,18,-1161,18,9.774221905809618,0,0.3269230769230769,52,28221.404230769233,0.37040377124408846,Baixa
739,Fornecedor_8,2023-09-24,2023-10-03,2023-10-05,24907.12,Equipamentos,9,-970,11,10.12294913370998,1,0.3269230769230769,52,28221.404230769233,0.5611376557209522,Média
740,Fornecedor_4,2023-01-17,2023-01-29,2023-01-29,9736.38,Insumos,12,-1217,12,9.183727366611413,0,0.32,50,24059.582799999996,0.2537336045519046,Baixa
741,Fornecedor_13,2023-10-14,2023-10-24,2023-10-24,47391.53,Medicamentos,10,-949,10,10.766219900327073,0,0.2786885245901639,61,27560.733770491803,0.2788557200122146,Baixa
742,Fornecedor_20,2023-12-31,2024-01-11,2024-01-09,40514.75,Tecnologia,11,-870,9,10.609446066385834,0,0.3220338983050847,59,21740.94559322034,0.4438709876843753,Média
743,Fornecedor_13,2023-07-07,2023-07-23,2023-07-23,4667.62,Insumos,16,-1042,16,8.448618803781274,0,0.2786885245901639,61,27560.733770491803,0.3065562234635945,Baixa
744,Fornecedor_8,2023-02-23,2023-03-01,2023-03-01,28181.91,Equipamentos,6,-1186,6,10.246471044847993,0,0.3269230769230769,52,28221.404230769233,0.20874531341011118,Baixa
745,Fornecedor_8,2023-05-02,2023-05-26,2023-05-30,49236.95,Equipamentos,24,-1100,28,10.804419946612873,1,0.3269230769230769,52,28221.404230769233,0.7318032492947731,Alta
